,time,input,gAseen,gAacc,gBseen,gBacc,score,prediction,ground_truth,group_membership
5020,5020,B_rej,487,51,4534,826,0.018587999,0,0.0,1.0
5021,5021,B_rej,487,51,4535,826,0.14781831,0,0.0,1.0
5022,5022,B_rej,487,51,4536,826,0.025903678,0,1.0,1.0
5023,5023,B_rej,487,51,4537,826,0.2715654,0,0.0,1.0
5024,5024,A_rej,488,51,4537,826,0.19884071,0,0.0,0.0
5025,5025,B_rej,488,51,4538,826,0.30866334,0,0.0,1.0
5026,5026,A_rej,489,51,4538,826,0.3338806,0,1.0,0.0
5027,5027,B_rej,489,51,4539,826,0.3369732,0,0.0,1.0
5028,5028,B_acc,489,51,4540,827,0.58934367,1,1.0,1.0
5029,5029,B_acc,489,51,4541,828,1.0,1,1.0,1.0
5030,5030,B_rej,489,51,4542,828,2.5911081e-06,0,0.0,1.0
5031,5031,B_rej,489,51,4543,828,0.13352644,0,1.0,1.0
5032,5032,B_rej,489,51,4544,828,0.1552552,0,0.0,1.0
5033,5033,B_rej,489,51,4545,828,0.08655746,0,0.0,1.0
5034,5034,B_rej,489,51,4546,828,0.002974652,0,0.0,1.0
5035,5035,B_rej,489,51,4547,828,0.0017100801,0,0.0,1.0
5036,5036,B_rej,489,51,4548,828,1.7842642e-06,0,0.0,1.0
5037,5037,B_rej,489,51,4549,828,0.004416967,0,0.0,1.0
5038,5038,B_rej,489,51,4550,828,0.33006483,0,0.0,1.0
5039,5039,B_rej,489,51,4551,828,0.4717912,0,0.0,1.0
5040,5040,B_rej,489,51,4552,828,0.105671905,0,0.0,1.0
5041,5041,A_rej,490,51,4552,828,0.07678936,0,1.0,0.0
5042,5042,B_acc,490,51,4553,829,0.53946304,1,0.0,1.0
5043,5043,B_rej,490,51,4554,829,0.06413158,0,0.0,1.0
5044,5044,B_rej,490,51,4555,829,0.05132318,0,0.0,1.0
5045,5045,B_acc,490,51,4556,830,0.52585936,1,1.0,1.0
5046,5046,B_rej,490,51,4557,830,0.009143937,0,0.0,1.0
5047,5047,B_rej,490,51,4558,830,0.34193048,0,0.0,1.0
5048,5048,B_rej,490,51,4559,830,0.10342498,0,0.0,1.0
5049,5049,B_rej,490,51,4560,830,0.0010994734,0,0.0,1.0
5050,5050,B_acc,490,51,4561,831,0.8761321,1,1.0,1.0
5051,5051,B_rej,490,51,4562,831,0.23083054,0,0.0,1.0
5052,5052,B_acc,490,51,4563,832,0.81083775,1,1.0,1.0
5053,5053,B_rej,490,51,4564,832,0.1911221,0,0.0,1.0
5054,5054,A_rej,491,51,4564,832,0.03562305,0,0.0,0.0
5055,5055,B_rej,491,51,4565,832,0.26258785,0,0.0,1.0
5056,5056,B_rej,491,51,4566,832,0.21603215,0,0.0,1.0
5057,5057,B_acc,491,51,4567,833,0.53772354,1,0.0,1.0
5058,5058,B_rej,491,51,4568,833,0.17003082,0,0.0,1.0
5059,5059,B_acc,491,51,4569,834,0.5082771,1,1.0,1.0
5060,5060,B_rej,491,51,4570,834,0.49484953,0,1.0,1.0
5061,5061,B_rej,491,51,4571,834,0.41548496,0,0.0,1.0
5062,5062,B_acc,491,51,4572,835,0.61686295,1,0.0,1.0
5063,5063,A_rej,492,51,4572,835,0.46634716,0,0.0,0.0
5064,5064,A_rej,493,51,4572,835,0.05163942,0,0.0,0.0
5065,5065,B_rej,493,51,4573,835,0.46044186,0,1.0,1.0
5066,5066,B_rej,493,51,4574,835,9.236712e-05,0,0.0,1.0
5067,5067,B_rej,493,51,4575,835,0.023218166,0,0.0,1.0
5068,5068,B_acc,493,51,4576,836,0.55500126,1,1.0,1.0
5069,5069,B_rej,493,51,4577,836,0.17962675,0,0.0,1.0
5070,5070,B_rej,493,51,4578,836,0.42154282,0,0.0,1.0
5071,5071,B_rej,493,51,4579,836,0.00889023,0,0.0,1.0
5072,5072,B_rej,493,51,4580,836,6.4763175e-05,0,0.0,1.0
5073,5073,B_rej,493,51,4581,836,0.01166052,0,0.0,1.0
5074,5074,A_rej,494,51,4581,836,0.19023944,0,0.0,0.0
5075,5075,B_rej,494,51,4582,836,0.29472572,0,0.0,1.0
5076,5076,A_rej,495,51,4582,836,0.0021925452,0,0.0,0.0
5077,5077,B_rej,495,51,4583,836,3.7545747e-06,0,0.0,1.0
5078,5078,B_rej,495,51,4584,836,0.015774481,0,0.0,1.0
5079,5079,B_rej,495,51,4585,836,0.050927475,0,0.0,1.0
5080,5080,B_rej,495,51,4586,836,0.40411213,0,1.0,1.0
5081,5081,B_acc,495,51,4587,837,0.99999774,1,1.0,1.0
5082,5082,B_rej,495,51,4588,837,0.11984868,0,0.0,1.0
5083,5083,B_rej,495,51,4589,837,0.24084157,0,0.0,1.0
5084,5084,B_acc,495,51,4590,838,0.61273474,1,1.0,1.0
5085,5085,B_rej,495,51,4591,838,0.002338106,0,0.0,1.0
5086,5086,A_rej,496,51,4591,838,0.068634965,0,0.0,0.0
5087,5087,A_rej,497,51,4591,838,0.015420525,0,0.0,0.0
5088,5088,B_rej,497,51,4592,838,0.24281423,0,1.0,1.0
5089,5089,B_rej,497,51,4593,838,0.4701697,0,1.0,1.0
5090,5090,B_rej,497,51,4594,838,0.3123867,0,0.0,1.0
5091,5091,B_rej,497,51,4595,838,0.0003581702,0,0.0,1.0
5092,5092,B_acc,497,51,4596,839,0.8607982,1,1.0,1.0
5093,5093,B_rej,497,51,4597,839,0.0001454247,0,0.0,1.0
5094,5094,B_acc,497,51,4598,840,0.9795623,1,1.0,1.0
5095,5095,B_rej,497,51,4599,840,0.0008134313,0,0.0,1.0
5096,5096,B_rej,497,51,4600,840,0.039369807,0,0.0,1.0
5097,5097,B_rej,497,51,4601,840,0.43880212,0,1.0,1.0
5098,5098,B_acc,497,51,4602,841,0.5019851,1,1.0,1.0
5099,5099,A_rej,498,51,4602,841,0.09524295,0,0.0,0.0
5100,5100,B_acc,498,51,4603,842,0.52830005,1,1.0,1.0
5101,5101,B_acc,498,51,4604,843,0.65897334,1,1.0,1.0
5102,5102,B_rej,498,51,4605,843,0.20987618,0,0.0,1.0
5103,5103,B_rej,498,51,4606,843,0.30021954,0,0.0,1.0
5104,5104,B_acc,498,51,4607,844,0.61274755,1,1.0,1.0
5105,5105,B_rej,498,51,4608,844,0.4685345,0,0.0,1.0
5106,5106,B_acc,498,51,4609,845,0.72296613,1,1.0,1.0
5107,5107,B_rej,498,51,4610,845,0.29258457,0,1.0,1.0
5108,5108,B_rej,498,51,4611,845,0.25778148,0,0.0,1.0
5109,5109,B_rej,498,51,4612,845,0.08319876,0,0.0,1.0
5110,5110,B_rej,498,51,4613,845,0.100840956,0,0.0,1.0
5111,5111,B_rej,498,51,4614,845,0.3907708,0,0.0,1.0
5112,5112,B_rej,498,51,4615,845,0.009770257,0,0.0,1.0
5113,5113,A_rej,499,51,4615,845,0.016190873,0,0.0,0.0
5114,5114,B_rej,499,51,4616,845,2.7625026e-06,0,0.0,1.0
5115,5115,B_acc,499,51,4617,846,0.89587253,1,1.0,1.0
5116,5116,B_rej,499,51,4618,846,9.6364776e-05,0,0.0,1.0
5117,5117,B_rej,499,51,4619,846,0.11176716,0,0.0,1.0
5118,5118,B_acc,499,51,4620,847,0.59658694,1,1.0,1.0
5119,5119,B_acc,499,51,4621,848,0.5228185,1,0.0,1.0
5120,5120,B_acc,499,51,4622,849,0.6300181,1,1.0,1.0
5121,5121,A_rej,500,51,4622,849,0.0012368631,0,0.0,0.0
5122,5122,B_rej,500,51,4623,849,0.056920547,0,0.0,1.0
5123,5123,B_rej,500,51,4624,849,0.10995225,0,0.0,1.0
5124,5124,B_rej,500,51,4625,849,0.000108010725,0,0.0,1.0
5125,5125,B_rej,500,51,4626,849,0.16674197,0,0.0,1.0
5126,5126,B_rej,500,51,4627,849,0.22738418,0,1.0,1.0
5127,5127,B_rej,500,51,4628,849,0.20059809,0,0.0,1.0
5128,5128,B_rej,500,51,4629,849,0.18742351,0,0.0,1.0
5129,5129,A_rej,501,51,4629,849,0.007720652,0,0.0,0.0
5130,5130,B_rej,501,51,4630,849,0.2473134,0,0.0,1.0
5131,5131,B_rej,501,51,4631,849,0.00060033466,0,0.0,1.0
5132,5132,B_rej,501,51,4632,849,0.000102930506,0,0.0,1.0
5133,5133,B_rej,501,51,4633,849,0.0001361774,0,0.0,1.0
5134,5134,B_rej,501,51,4634,849,0.00075534155,0,0.0,1.0
5135,5135,B_rej,501,51,4635,849,0.40620324,0,1.0,1.0
5136,5136,B_acc,501,51,4636,850,0.7195041,1,0.0,1.0
5137,5137,B_rej,501,51,4637,850,0.1426328,0,0.0,1.0
5138,5138,B_rej,501,51,4638,850,0.0008823183,0,0.0,1.0
5139,5139,B_rej,501,51,4639,850,0.21697748,0,1.0,1.0
5140,5140,B_acc,501,51,4640,851,0.89054596,1,0.0,1.0
5141,5141,A_rej,502,51,4640,851,0.40206105,0,0.0,0.0
5142,5142,B_rej,502,51,4641,851,0.23854558,0,0.0,1.0
5143,5143,B_rej,502,51,4642,851,0.2825339,0,0.0,1.0
5144,5144,B_acc,502,51,4643,852,0.68255,1,1.0,1.0
5145,5145,B_rej,502,51,4644,852,1.9026107e-05,0,0.0,1.0
5146,5146,B_rej,502,51,4645,852,0.0013723287,0,0.0,1.0
5147,5147,B_rej,502,51,4646,852,0.0029001515,0,0.0,1.0
5148,5148,B_rej,502,51,4647,852,1.896486e-05,0,0.0,1.0
5149,5149,A_rej,503,51,4647,852,0.00044123566,0,0.0,0.0
5150,5150,B_rej,503,51,4648,852,0.45046642,0,0.0,1.0
5151,5151,B_rej,503,51,4649,852,0.021760201,0,0.0,1.0
5152,5152,B_rej,503,51,4650,852,0.010274899,0,0.0,1.0
5153,5153,B_rej,503,51,4651,852,0.0077506327,0,0.0,1.0
5154,5154,B_rej,503,51,4652,852,0.00029613153,0,0.0,1.0
5155,5155,B_rej,503,51,4653,852,0.09600339,0,1.0,1.0
5156,5156,A_rej,504,51,4653,852,0.011947941,0,0.0,0.0
5157,5157,B_acc,504,51,4654,853,0.94872594,1,1.0,1.0
5158,5158,B_rej,504,51,4655,853,0.002513482,0,0.0,1.0
5159,5159,B_rej,504,51,4656,853,0.011719346,0,0.0,1.0
5160,5160,B_rej,504,51,4657,853,0.003616273,0,0.0,1.0
5161,5161,B_acc,504,51,4658,854,0.50069624,1,0.0,1.0
5162,5162,B_rej,504,51,4659,854,0.24989073,0,0.0,1.0
5163,5163,B_rej,504,51,4660,854,0.00049140933,0,0.0,1.0
5164,5164,B_rej,504,51,4661,854,0.33203676,0,0.0,1.0
5165,5165,A_rej,505,51,4661,854,0.0050825174,0,0.0,0.0
5166,5166,A_rej,506,51,4661,854,0.015203479,0,0.0,0.0
5167,5167,B_rej,506,51,4662,854,0.014026801,0,0.0,1.0
5168,5168,A_rej,507,51,4662,854,0.2532027,0,0.0,0.0
5169,5169,B_acc,507,51,4663,855,0.6508307,1,1.0,1.0
5170,5170,B_rej,507,51,4664,855,0.16874894,0,0.0,1.0
5171,5171,B_rej,507,51,4665,855,0.04561016,0,0.0,1.0
5172,5172,B_rej,507,51,4666,855,0.0014162294,0,0.0,1.0
5173,5173,B_rej,507,51,4667,855,0.042246073,0,0.0,1.0
5174,5174,B_rej,507,51,4668,855,0.2708669,0,1.0,1.0
5175,5175,B_rej,507,51,4669,855,0.00065554195,0,0.0,1.0
5176,5176,B_rej,507,51,4670,855,0.051567134,0,0.0,1.0
5177,5177,B_rej,507,51,4671,855,0.19164492,0,0.0,1.0
5178,5178,B_rej,507,51,4672,855,0.03650751,0,0.0,1.0
5179,5179,B_rej,507,51,4673,855,0.4683538,0,0.0,1.0
5180,5180,B_acc,507,51,4674,856,0.809469,1,1.0,1.0
5181,5181,B_acc,507,51,4675,857,0.83061177,1,1.0,1.0
5182,5182,A_acc,508,52,4675,857,0.5786863,1,1.0,0.0
5183,5183,B_rej,508,52,4676,857,0.00083917915,0,0.0,1.0
5184,5184,B_rej,508,52,4677,857,0.00013466865,0,0.0,1.0
5185,5185,B_rej,508,52,4678,857,0.0031906674,0,0.0,1.0
5186,5186,A_rej,509,52,4678,857,0.0011728527,0,0.0,0.0
5187,5187,B_acc,509,52,4679,858,0.5783565,1,0.0,1.0
5188,5188,B_acc,509,52,4680,859,0.93230635,1,1.0,1.0
5189,5189,B_rej,509,52,4681,859,0.35393152,0,0.0,1.0
5190,5190,A_rej,510,52,4681,859,0.060819827,0,0.0,0.0
5191,5191,B_rej,510,52,4682,859,0.43573526,0,0.0,1.0
5192,5192,B_rej,510,52,4683,859,0.0031242187,0,0.0,1.0
5193,5193,B_rej,510,52,4684,859,0.056973696,0,0.0,1.0
5194,5194,B_rej,510,52,4685,859,0.21513037,0,0.0,1.0
5195,5195,B_rej,510,52,4686,859,0.12013043,0,0.0,1.0
5196,5196,B_acc,510,52,4687,860,0.6723899,1,1.0,1.0
5197,5197,B_rej,510,52,4688,860,0.22461464,0,0.0,1.0
5198,5198,B_rej,510,52,4689,860,0.039571267,0,0.0,1.0
5199,5199,A_rej,511,52,4689,860,0.1598476,0,0.0,0.0
5200,5200,B_rej,511,52,4690,860,0.04602829,0,0.0,1.0
5201,5201,B_rej,511,52,4691,860,0.40466505,0,0.0,1.0
5202,5202,B_rej,511,52,4692,860,0.17694616,0,1.0,1.0
5203,5203,B_rej,511,52,4693,860,0.00014210965,0,0.0,1.0
5204,5204,B_rej,511,52,4694,860,0.027657727,0,0.0,1.0
5205,5205,B_rej,511,52,4695,860,0.37131745,0,0.0,1.0
5206,5206,B_rej,511,52,4696,860,0.0012017717,0,0.0,1.0
5207,5207,B_rej,511,52,4697,860,9.197793e-05,0,0.0,1.0
5208,5208,B_rej,511,52,4698,860,6.474533e-05,0,0.0,1.0
5209,5209,A_rej,512,52,4698,860,0.012058891,0,0.0,0.0
5210,5210,B_acc,512,52,4699,861,0.61107147,1,1.0,1.0
5211,5211,B_rej,512,52,4700,861,0.012843612,0,0.0,1.0
5212,5212,B_rej,512,52,4701,861,0.003626929,0,0.0,1.0
5213,5213,B_rej,512,52,4702,861,0.040487893,0,0.0,1.0
5214,5214,B_rej,512,52,4703,861,1.9877865e-05,0,0.0,1.0
5215,5215,B_rej,512,52,4704,861,0.10356985,0,0.0,1.0
5216,5216,B_rej,512,52,4705,861,0.08165382,0,0.0,1.0
5217,5217,B_acc,512,52,4706,862,0.97842395,1,1.0,1.0
5218,5218,B_rej,512,52,4707,862,7.64381e-06,0,0.0,1.0
5219,5219,B_rej,512,52,4708,862,0.44713497,0,0.0,1.0
5220,5220,B_rej,512,52,4709,862,0.373305,0,1.0,1.0
5221,5221,B_rej,512,52,4710,862,0.3580918,0,0.0,1.0
5222,5222,B_rej,512,52,4711,862,0.03733529,0,1.0,1.0
5223,5223,B_rej,512,52,4712,862,9.824947e-05,0,0.0,1.0
5224,5224,B_rej,512,52,4713,862,0.011775901,0,0.0,1.0
5225,5225,B_acc,512,52,4714,863,0.85402226,1,1.0,1.0
5226,5226,B_acc,512,52,4715,864,0.7549488,1,1.0,1.0
5227,5227,B_rej,512,52,4716,864,0.2900829,0,0.0,1.0
5228,5228,B_rej,512,52,4717,864,0.00072655606,0,0.0,1.0
5229,5229,B_rej,512,52,4718,864,0.0013784807,0,0.0,1.0
5230,5230,B_rej,512,52,4719,864,0.12441082,0,0.0,1.0
5231,5231,B_rej,512,52,4720,864,0.21090169,0,1.0,1.0
5232,5232,B_rej,512,52,4721,864,0.03452853,0,0.0,1.0
5233,5233,B_acc,512,52,4722,865,0.69107056,1,1.0,1.0
5234,5234,B_rej,512,52,4723,865,0.3030753,0,1.0,1.0
5235,5235,B_acc,512,52,4724,866,0.90955555,1,1.0,1.0
5236,5236,B_rej,512,52,4725,866,0.27902436,0,0.0,1.0
5237,5237,B_rej,512,52,4726,866,0.46705237,0,0.0,1.0
5238,5238,B_rej,512,52,4727,866,0.052383687,0,0.0,1.0
5239,5239,B_rej,512,52,4728,866,0.00010642684,0,0.0,1.0
5240,5240,B_rej,512,52,4729,866,0.00024106381,0,0.0,1.0
5241,5241,B_acc,512,52,4730,867,0.93828833,1,1.0,1.0
5242,5242,B_rej,512,52,4731,867,0.46539274,0,1.0,1.0
5243,5243,B_rej,512,52,4732,867,0.00015550891,0,0.0,1.0
5244,5244,B_rej,512,52,4733,867,3.10161e-06,0,0.0,1.0
5245,5245,B_rej,512,52,4734,867,0.13562046,0,0.0,1.0
5246,5246,B_rej,512,52,4735,867,0.4278852,0,0.0,1.0
5247,5247,B_rej,512,52,4736,867,0.0013370947,0,0.0,1.0
5248,5248,B_acc,512,52,4737,868,0.6610222,1,1.0,1.0
5249,5249,B_acc,512,52,4738,869,0.8274061,1,1.0,1.0
5250,5250,B_rej,512,52,4739,869,0.24974535,0,0.0,1.0
5251,5251,B_acc,512,52,4740,870,0.663456,1,0.0,1.0
5252,5252,B_rej,512,52,4741,870,0.20727143,0,1.0,1.0
5253,5253,B_rej,512,52,4742,870,0.44396403,0,0.0,1.0
5254,5254,B_rej,512,52,4743,870,0.38994324,0,0.0,1.0
5255,5255,B_rej,512,52,4744,870,0.0016752668,0,0.0,1.0
5256,5256,B_rej,512,52,4745,870,0.0077952603,0,0.0,1.0
5257,5257,B_rej,512,52,4746,870,0.21608356,0,0.0,1.0
5258,5258,B_acc,512,52,4747,871,0.88268447,1,0.0,1.0
5259,5259,B_rej,512,52,4748,871,0.08993967,0,0.0,1.0
5260,5260,B_rej,512,52,4749,871,0.22585756,0,0.0,1.0
5261,5261,B_rej,512,52,4750,871,0.26144367,0,1.0,1.0
5262,5262,B_acc,512,52,4751,872,0.83191365,1,1.0,1.0
5263,5263,B_rej,512,52,4752,872,0.16121837,0,0.0,1.0
5264,5264,B_rej,512,52,4753,872,0.0043400037,0,0.0,1.0
5265,5265,B_rej,512,52,4754,872,0.45498383,0,0.0,1.0
5266,5266,B_rej,512,52,4755,872,0.0003195443,0,0.0,1.0
5267,5267,A_rej,513,52,4755,872,0.14412607,0,0.0,0.0
5268,5268,B_acc,513,52,4756,873,0.5629449,1,1.0,1.0
5269,5269,B_rej,513,52,4757,873,2.5911081e-06,0,0.0,1.0
5270,5270,B_rej,513,52,4758,873,0.0011448092,0,0.0,1.0
5271,5271,B_acc,513,52,4759,874,0.57501966,1,1.0,1.0
5272,5272,B_acc,513,52,4760,875,0.61024284,1,1.0,1.0
5273,5273,B_rej,513,52,4761,875,0.17927136,0,0.0,1.0
5274,5274,B_rej,513,52,4762,875,0.008491713,0,0.0,1.0
5275,5275,B_rej,513,52,4763,875,0.21960016,0,0.0,1.0
5276,5276,B_rej,513,52,4764,875,0.068730436,0,0.0,1.0
5277,5277,B_rej,513,52,4765,875,0.007051014,0,0.0,1.0
5278,5278,B_rej,513,52,4766,875,0.1656936,0,1.0,1.0
5279,5279,B_rej,513,52,4767,875,0.0025859172,0,0.0,1.0
5280,5280,B_acc,513,52,4768,876,0.64204824,1,1.0,1.0
5281,5281,B_acc,513,52,4769,877,0.83506286,1,1.0,1.0
5282,5282,B_rej,513,52,4770,877,0.1621778,0,0.0,1.0
5283,5283,B_rej,513,52,4771,877,0.054347586,0,0.0,1.0
5284,5284,B_rej,513,52,4772,877,0.14435257,0,0.0,1.0
5285,5285,B_rej,513,52,4773,877,0.16234063,0,1.0,1.0
5286,5286,B_rej,513,52,4774,877,0.005889139,0,0.0,1.0
5287,5287,B_rej,513,52,4775,877,0.36116713,0,1.0,1.0
5288,5288,B_rej,513,52,4776,877,7.487321e-05,0,0.0,1.0
5289,5289,B_rej,513,52,4777,877,0.0010656787,0,0.0,1.0
5290,5290,B_rej,513,52,4778,877,0.28301117,0,0.0,1.0
5291,5291,B_rej,513,52,4779,877,0.18479498,0,0.0,1.0
5292,5292,B_acc,513,52,4780,878,0.9117857,1,1.0,1.0
5293,5293,B_rej,513,52,4781,878,0.0018964172,0,0.0,1.0
5294,5294,B_rej,513,52,4782,878,0.00040693991,0,0.0,1.0
5295,5295,B_rej,513,52,4783,878,0.25561103,0,1.0,1.0
5296,5296,A_rej,514,52,4783,878,0.23335847,0,0.0,0.0
5297,5297,B_acc,514,52,4784,879,0.9614996,1,1.0,1.0
5298,5298,B_acc,514,52,4785,880,0.69100773,1,1.0,1.0
5299,5299,B_rej,514,52,4786,880,0.20303038,0,0.0,1.0
5300,5300,B_rej,514,52,4787,880,0.016120661,0,0.0,1.0
5301,5301,B_rej,514,52,4788,880,0.035237808,0,0.0,1.0
5302,5302,B_acc,514,52,4789,881,0.924861,1,1.0,1.0
5303,5303,B_rej,514,52,4790,881,0.011061112,0,0.0,1.0
5304,5304,B_rej,514,52,4791,881,0.07891206,0,1.0,1.0
5305,5305,B_acc,514,52,4792,882,0.7041041,1,1.0,1.0
5306,5306,B_rej,514,52,4793,882,0.0032974663,0,0.0,1.0
5307,5307,B_rej,514,52,4794,882,0.005685055,0,0.0,1.0
5308,5308,B_rej,514,52,4795,882,5.412596e-05,0,0.0,1.0
5309,5309,B_rej,514,52,4796,882,0.00031464428,0,0.0,1.0
5310,5310,B_rej,514,52,4797,882,0.0004400612,0,0.0,1.0
5311,5311,B_acc,514,52,4798,883,0.65522903,1,1.0,1.0
5312,5312,B_acc,514,52,4799,884,0.5596143,1,1.0,1.0
5313,5313,B_rej,514,52,4800,884,0.0010704879,0,0.0,1.0
5314,5314,B_rej,514,52,4801,884,0.005738446,0,0.0,1.0
5315,5315,B_rej,514,52,4802,884,0.42664292,0,0.0,1.0
5316,5316,B_rej,514,52,4803,884,0.0093195485,0,0.0,1.0
5317,5317,B_rej,514,52,4804,884,0.34345168,0,0.0,1.0
5318,5318,B_rej,514,52,4805,884,0.00012523908,0,0.0,1.0
5319,5319,B_rej,514,52,4806,884,0.00034411557,0,0.0,1.0
5320,5320,B_rej,514,52,4807,884,0.15660383,0,0.0,1.0
5321,5321,B_rej,514,52,4808,884,0.07856993,0,0.0,1.0
5322,5322,B_rej,514,52,4809,884,0.43088832,0,1.0,1.0
5323,5323,A_rej,515,52,4809,884,0.026855676,0,0.0,0.0
5324,5324,B_rej,515,52,4810,884,0.4883723,0,1.0,1.0
5325,5325,B_rej,515,52,4811,884,0.3389708,0,0.0,1.0
5326,5326,B_rej,515,52,4812,884,0.29259542,0,0.0,1.0
5327,5327,B_rej,515,52,4813,884,0.2398692,0,0.0,1.0
5328,5328,B_rej,515,52,4814,884,0.0128309345,0,0.0,1.0
5329,5329,B_rej,515,52,4815,884,0.04423573,0,0.0,1.0
5330,5330,B_acc,515,52,4816,885,0.5565736,1,1.0,1.0
5331,5331,B_rej,515,52,4817,885,0.013417003,0,0.0,1.0
5332,5332,B_acc,515,52,4818,886,0.99817026,1,1.0,1.0
5333,5333,B_rej,515,52,4819,886,0.0016959574,0,0.0,1.0
5334,5334,B_rej,515,52,4820,886,0.2663093,0,1.0,1.0
5335,5335,B_rej,515,52,4821,886,0.018079415,0,0.0,1.0
5336,5336,B_rej,515,52,4822,886,0.22533342,0,1.0,1.0
5337,5337,B_rej,515,52,4823,886,0.111132376,0,0.0,1.0
5338,5338,A_rej,516,52,4823,886,0.010509481,0,0.0,0.0
5339,5339,B_rej,516,52,4824,886,0.006017812,0,0.0,1.0
5340,5340,B_rej,516,52,4825,886,0.00010548799,0,0.0,1.0
5341,5341,B_rej,516,52,4826,886,0.0029439237,0,0.0,1.0
5342,5342,B_rej,516,52,4827,886,0.4284932,0,0.0,1.0
5343,5343,A_rej,517,52,4827,886,0.00053593074,0,0.0,0.0
5344,5344,A_rej,518,52,4827,886,0.020420397,0,0.0,0.0
5345,5345,B_rej,518,52,4828,886,7.205659e-05,0,0.0,1.0
5346,5346,B_rej,518,52,4829,886,5.1791567e-06,0,0.0,1.0
5347,5347,B_acc,518,52,4830,887,0.8698147,1,1.0,1.0
5348,5348,B_rej,518,52,4831,887,0.010975229,0,0.0,1.0
5349,5349,B_rej,518,52,4832,887,8.63224e-05,0,0.0,1.0
5350,5350,B_acc,518,52,4833,888,0.7695178,1,1.0,1.0
5351,5351,B_rej,518,52,4834,888,0.15880919,0,0.0,1.0
5352,5352,B_rej,518,52,4835,888,0.11001965,0,0.0,1.0
5353,5353,B_rej,518,52,4836,888,0.40993667,0,0.0,1.0
5354,5354,B_rej,518,52,4837,888,0.00037645965,0,0.0,1.0
5355,5355,B_rej,518,52,4838,888,0.03413663,0,0.0,1.0
5356,5356,A_rej,519,52,4838,888,0.035934426,0,0.0,0.0
5357,5357,B_rej,519,52,4839,888,0.034715924,0,0.0,1.0
5358,5358,B_rej,519,52,4840,888,0.10603534,0,0.0,1.0
5359,5359,B_rej,519,52,4841,888,0.30633387,0,0.0,1.0
5360,5360,A_rej,520,52,4841,888,8.1982624e-05,0,0.0,0.0
5361,5361,B_rej,520,52,4842,888,6.907617e-05,0,0.0,1.0
5362,5362,B_rej,520,52,4843,888,0.0012669789,0,0.0,1.0
5363,5363,B_rej,520,52,4844,888,0.000488974,0,0.0,1.0
5364,5364,A_rej,521,52,4844,888,0.29071483,0,0.0,0.0
5365,5365,B_rej,521,52,4845,888,0.07893495,0,1.0,1.0
5366,5366,B_rej,521,52,4846,888,0.068896905,0,0.0,1.0
5367,5367,A_rej,522,52,4846,888,0.00022046421,0,0.0,0.0
5368,5368,B_rej,522,52,4847,888,0.4292183,0,1.0,1.0
5369,5369,B_rej,522,52,4848,888,0.0030862219,0,0.0,1.0
5370,5370,B_rej,522,52,4849,888,0.13168016,0,0.0,1.0
5371,5371,B_rej,522,52,4850,888,0.00026032588,0,0.0,1.0
5372,5372,B_acc,522,52,4851,889,0.5444686,1,0.0,1.0
5373,5373,B_rej,522,52,4852,889,0.041308478,0,0.0,1.0
5374,5374,B_rej,522,52,4853,889,0.21327934,0,0.0,1.0
5375,5375,B_rej,522,52,4854,889,0.020727152,0,0.0,1.0
5376,5376,B_rej,522,52,4855,889,0.038837805,0,0.0,1.0
5377,5377,B_rej,522,52,4856,889,0.11694321,0,0.0,1.0
5378,5378,B_rej,522,52,4857,889,0.15089633,0,0.0,1.0
5379,5379,B_rej,522,52,4858,889,8.349534e-06,0,0.0,1.0
5380,5380,B_rej,522,52,4859,889,0.023336006,0,0.0,1.0
5381,5381,B_rej,522,52,4860,889,0.097089514,0,0.0,1.0
5382,5382,B_rej,522,52,4861,889,0.15847127,0,0.0,1.0
5383,5383,B_rej,522,52,4862,889,0.00055460224,0,0.0,1.0
5384,5384,B_rej,522,52,4863,889,0.2984451,0,1.0,1.0
5385,5385,A_rej,523,52,4863,889,0.029787237,0,0.0,0.0
5386,5386,B_acc,523,52,4864,890,0.9651926,1,1.0,1.0
5387,5387,B_rej,523,52,4865,890,0.0055990713,0,0.0,1.0
5388,5388,B_rej,523,52,4866,890,0.21090664,0,0.0,1.0
5389,5389,A_rej,524,52,4866,890,0.49328735,0,0.0,0.0
5390,5390,B_rej,524,52,4867,890,0.34025982,0,0.0,1.0
5391,5391,B_rej,524,52,4868,890,0.11905638,0,0.0,1.0
5392,5392,B_rej,524,52,4869,890,0.28412217,0,0.0,1.0
5393,5393,B_rej,524,52,4870,890,0.025318129,0,0.0,1.0
5394,5394,B_rej,524,52,4871,890,0.4526574,0,0.0,1.0
5395,5395,B_rej,524,52,4872,890,0.0101401135,0,0.0,1.0
5396,5396,B_rej,524,52,4873,890,0.43926147,0,1.0,1.0
5397,5397,B_acc,524,52,4874,891,0.5377821,1,1.0,1.0
5398,5398,B_acc,524,52,4875,892,0.8466611,1,0.0,1.0
5399,5399,B_rej,524,52,4876,892,0.019224646,0,0.0,1.0
5400,5400,B_acc,524,52,4877,893,0.6412774,1,1.0,1.0
5401,5401,B_rej,524,52,4878,893,0.40775365,0,0.0,1.0
5402,5402,B_rej,524,52,4879,893,0.3349127,0,0.0,1.0
5403,5403,B_rej,524,52,4880,893,0.25466862,0,0.0,1.0
